% Model:              ModelMicPlate_Rh20um_hg5um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.335
% Date:               May 21 2025, 13:50
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(w2)
1.8425531914893607E-4     4.717490393895808E-12
1.8468085106382968E-4     4.696952282146104E-12
1.851063829787233E-4      4.676238638488112E-12
1.8553191489361693E-4     4.655349462921834E-12
1.8595744680851054E-4     4.634284755447269E-12
1.8638297872340418E-4     4.613044516064415E-12
1.868085106382978E-4      4.591628744773275E-12
1.8723404255319143E-4     4.570045612867322E-12
1.8765957446808504E-4     4.548304697772529E-12
1.8808510638297862E-4     4.526405999488898E-12
1.8851063829787226E-4     4.504349518016427E-12
1.8893617021276585E-4     4.4821352533551175E-12
1.8936170212765949E-4     4.4597632055049676E-12
1.897872340425531E-4      4.437233374465979E-12
1.9021276595744673E-4     4.4145542565369624E-12
1.9063829787234032E-4     4.3917355649895175E-12
1.9106382978723393E-4     4.368777299823645E-12
1.9148936170212757E-4     4.3456794610393475E-12
1.9191489361702115E-4     4.322442048636623E-12
1.923404255319148E-4      4.29906506261547E-12
1.927659574468084E-4      4.2755485029758915E-12
1.93191489361702E-4       4.25190114385933E-12
1.9361702127659562E-4     4.228132781928283E-12
1.9404255319148926E-4     4.2042434171827525E-12
1.9446808510638287E-4     4.180233049622735E-12
1.9489361702127649E-4     4.156101679248236E-12
1.953191489361701E-4      4.131849306059251E-12
1.957446808510637E-4      4.107475930055781E-12
1.9617021276595732E-4     4.082990554821281E-12
1.9659574468085096E-4     4.058403007708107E-12
1.9702127659574454E-4     4.0337132887162565E-12
1.9744680851063818E-4     4.0089213978457336E-12
1.978723404255318E-4      3.9840273350965355E-12
1.9829787234042543E-4     3.959031100468663E-12
1.9872340425531904E-4     3.933932693962116E-12
1.9914893617021268E-4     3.908741299201744E-12
1.9957446808510626E-4     3.883466721529095E-12
1.9999999999999987E-4     3.858108960944171E-12
2.004255319148935E-4      3.832668017446971E-12
2.0085106382978715E-4     3.8071438910374966E-12
2.0127659574468076E-4     3.781536581715746E-12
2.0170212765957437E-4     3.75584608948172E-12
2.02127659574468E-4       3.7300817278422225E-12
2.0255319148936162E-4     3.704253227671442E-12
2.029787234042552E-4      3.6783605889693785E-12
2.0340425531914887E-4     3.652403811736032E-12
2.0382978723404246E-4     3.6263828959714024E-12
2.042553191489361E-4      3.600297841675489E-12
2.046808510638297E-4      3.574148648848293E-12
2.0510638297872332E-4     3.5479447102031947E-12
2.0553191489361693E-4     3.521695630174327E-12
2.0595744680851054E-4     3.49540140876169E-12
2.0638297872340415E-4     3.469062045965282E-12
2.0680851063829776E-4     3.4426775417851048E-12
2.0723404255319137E-4     3.416247896221157E-12
2.0765957446808498E-4     3.38977310927344E-12
2.080851063829786E-4      3.3632626019130388E-12
2.085106382978722E-4      3.3367258008804135E-12
2.0893617021276582E-4     3.310162706175563E-12
2.0936170212765946E-4     3.283573317798487E-12
2.097872340425531E-4      3.2569576357491888E-12
2.1021276595744668E-4     3.2303156600276636E-12
2.1063829787234032E-4     3.203647390633915E-12
2.1106382978723393E-4     3.176962225816014E-12
2.1148936170212754E-4     3.1502693643144575E-12
2.1191489361702115E-4     3.123568806129245E-12
2.1234042553191476E-4     3.0968605512603778E-12
2.1276595744680837E-4     3.0701445997078557E-12
2.1319148936170198E-4     3.0434209514716764E-12
2.136170212765956E-4      3.0166896065518427E-12
2.140425531914892E-4      2.989959889700625E-12
2.1446808510638282E-4     2.963240722519623E-12
2.1489361702127643E-4     2.9365321050088345E-12
2.1531914893617004E-4     2.909834037168262E-12
2.1574468085106365E-4     2.883146518997906E-12
2.1617021276595726E-4     2.8564695504977628E-12
2.1659574468085087E-4     2.8298031316678356E-12
2.170212765957445E-4      2.803156463435044E-12
2.1744680851063815E-4     2.77653814250234E-12
2.1787234042553176E-4     2.7499481688697235E-12
2.1829787234042537E-4     2.7233865425371945E-12
2.1872340425531898E-4     2.696853263504754E-12
2.1914893617021265E-4     2.6703483317723996E-12
2.1957446808510626E-4     2.6438717473401336E-12
2.199999999999999E-4      2.6174325376534633E-12
2.2042553191489348E-4     2.5910389283375906E-12
2.208510638297871E-4      2.564690919392515E-12
2.2127659574468073E-4     2.538388510818238E-12
2.2170212765957432E-4     2.512131702614759E-12
2.2212765957446796E-4     2.4859204947820767E-12
2.2255319148936157E-4     2.459754887320193E-12
2.229787234042552E-4      2.4336436854350537E-12
2.234042553191488E-4      2.407594699265282E-12
2.238297872340424E-4      2.381607928810877E-12
2.2425531914893604E-4     2.3556833740718398E-12
2.2468085106382965E-4     2.329821035048171E-12
2.2510638297872326E-4     2.3040209117398685E-12
2.2553191489361687E-4     2.278283004146934E-12
2.2595744680851048E-4     2.2526158475923525E-12
2.2638297872340412E-4     2.227026794266951E-12
2.268085106382977E-4      2.201515844170729E-12
2.2723404255319137E-4     2.176082997303687E-12
2.2765957446808498E-4     2.1507282536658256E-12
2.280851063829786E-4      2.125451613257143E-12
2.2851063829787223E-4     2.1002530760776405E-12
2.2893617021276587E-4     2.0751408612460056E-12
2.2936170212765948E-4     2.0501218226561825E-12
2.2978723404255307E-4     2.025195960308171E-12
2.302127659574467E-4      2.00036327420197E-12
2.3063829787234032E-4     1.975623764337582E-12
2.3106382978723393E-4     1.950977430715004E-12
2.3148936170212754E-4     1.9264242733342386E-12
2.3191489361702118E-4     1.9019721503082684E-12
2.3234042553191476E-4     1.8776273791465636E-12
2.3276595744680837E-4     1.853389959849123E-12
2.3319148936170198E-4     1.8292598924159475E-12
2.336170212765956E-4      1.8052371768470368E-12
2.3404255319148923E-4     1.7813218131423905E-12
2.3446808510638284E-4     1.7575138013020094E-12
2.3489361702127648E-4     1.7338205953388525E-12
2.3531914893617007E-4     1.710247940685605E-12
2.3574468085106368E-4     1.686795837342266E-12
2.3617021276595732E-4     1.6634642853088362E-12
2.3659574468085093E-4     1.640253284585316E-12
2.3702127659574454E-4     1.6171628351717036E-12
2.3744680851063818E-4     1.5941929370680009E-12
2.378723404255318E-4      1.571350598974072E-12
2.382978723404254E-4      1.5486409610671684E-12
2.3872340425531898E-4     1.5260640233472899E-12
2.391489361702126E-4      1.503619785814436E-12
2.3957446808510623E-4     1.481308248468608E-12
2.3999999999999982E-4     1.4591294113098042E-12
2.4042553191489345E-4     1.4370832743380257E-12
2.4085106382978707E-4     1.4151763617692766E-12
