% Model:              ModelMicPlate_Rh100um_hg10um_Refined_MaterialDefPolySilicon.mph
% Version:            COMSOL 6.3.0.420
% Date:               Aug 12 2025, 09:08
% Dimension:          1
% Nodes:              708
% Expressions:        1
% Description:        Line graph
% Arc length (m)          imag(w2)
2.06183368869936E-4       1.9304517368374553E-12
2.0660980810234542E-4     1.909034563050435E-12
2.070362473347548E-4      1.8877447426625704E-12
2.0746268656716418E-4     1.866582275673862E-12
2.0788912579957356E-4     1.8455479555672474E-12
2.0831556503198294E-4     1.8246420121325987E-12
2.087420042643923E-4      1.8038644453699164E-12
2.091684434968017E-4      1.7832152552791998E-12
2.0959488272921106E-4     1.76269444186045E-12
2.1002132196162044E-4     1.7423020051136656E-12
2.1044776119402982E-4     1.7220379450388478E-12
2.108742004264392E-4      1.7019029138938505E-12
2.1130063965884858E-4     1.6818969925110327E-12
2.1172707889125793E-4     1.662020180890394E-12
2.1215351812366734E-4     1.642272479031935E-12
2.1257995735607672E-4     1.6226538869356562E-12
2.130063965884861E-4      1.6031644046015562E-12
2.1343283582089549E-4     1.583804032029636E-12
2.1385927505330487E-4     1.5645732792375444E-12
2.1428571428571422E-4     1.5454720777697608E-12
2.147121535181236E-4      1.5265004276262842E-12
2.1513859275053298E-4     1.5076583288071146E-12
2.155650319829424E-4      1.4889457813122532E-12
2.1599147121535174E-4     1.4703627851416986E-12
2.1641791044776113E-4     1.4519093402954517E-12
2.168443496801705E-4      1.4335858136882294E-12
2.172707889125799E-4      1.4153919873797844E-12
2.1769722814498927E-4     1.3973278613701168E-12
2.1812366737739865E-4     1.3793934356592267E-12
2.1855010660980803E-4     1.3615887102471144E-12
2.1897654584221744E-4     1.343913685133779E-12
2.1940298507462682E-4     1.3263683603192211E-12
2.1982942430703623E-4     1.308952958899874E-12
2.2025586353944558E-4     1.2916671133833522E-12
2.2068230277185494E-4     1.2745108237696551E-12
2.2110874200426437E-4     1.2574840900587832E-12
2.2153518123667375E-4     1.2405869122507366E-12
2.2196162046908313E-4     1.2238192903455148E-12
2.2238805970149251E-4     1.207181224343118E-12
2.228144989339019E-4      1.1906727929494685E-12
2.2324093816631128E-4     1.1742934791769572E-12
2.2366737739872063E-4     1.1580432830255828E-12
2.2409381663113E-4        1.1419222044953469E-12
2.245202558635394E-4      1.1259302435862487E-12
2.2494669509594877E-4     1.110067400298288E-12
2.2537313432835815E-4     1.0943336746314653E-12
2.2579957356076756E-4     1.0787290004677335E-12
2.2622601279317692E-4     1.0632527115005108E-12
2.2665245202558627E-4     1.0479048077297974E-12
2.270788912579957E-4      1.0326852891555933E-12
2.275053304904051E-4      1.0175941557778987E-12
2.2793176972281447E-4     1.0026314075967128E-12
2.2835820895522385E-4     9.877970446120363E-13
2.2878464818763323E-4     9.730908555824082E-13
2.292110874200426E-4      9.585120251732013E-13
2.29637526652452E-4       9.44060553384415E-13
2.3006396588486137E-4     9.2973644021605E-13
2.3049040511727075E-4     9.155396856681061E-13
2.3091684434968014E-4     9.01470289740583E-13
2.3134328358208952E-4     8.87528252433481E-13
2.3176972281449892E-4     8.737132172114504E-13
2.3219616204690828E-4     8.600242201124843E-13
2.3262260127931766E-4     8.464612611365833E-13
2.3304904051172707E-4     8.33024340283747E-13
2.3347547974413645E-4     8.197134575539757E-13
2.3390191897654586E-4     8.065286129472689E-13
2.3432835820895524E-4     7.934698064636271E-13
2.3475479744136462E-4     7.805365362289839E-13
2.3518123667377397E-4     7.677276901581027E-13
2.3560767590618333E-4     7.550432682509836E-13
2.3603411513859274E-4     7.424832705076267E-13
2.364605543710021E-4      7.30047696928032E-13
2.3688699360341147E-4     7.177365475121993E-13
2.3731343283582085E-4     7.055498222601289E-13
2.3773987206823026E-4     6.934868740333127E-13
2.381663113006396E-4      6.815464432274346E-13
2.38592750533049E-4       6.697285298424948E-13
2.390191897654584E-4      6.580331338784928E-13
